year,faction_id,faction_name_ru,members_count,total_faction_power,raw_power_share,normalized_power_share,mean_age,weighted_mean_age,mean_political_age,weighted_mean_political_age,mean_elite_age,share_60_plus,share_70_plus
1933,stalin_inner_circle,Сталинский ближний круг,6,3.36,0.8506,0.413,47.3,48.33,29.33,30.22,8.22,0.0,0.0
1933,stalin_party_apparatus,Сталинский партийный аппарат,4,2.38,0.6025,0.2926,46.18,47.23,28.75,29.64,8.47,0.0,0.0
1933,stalin_industrial_modernizers,Индустриальные модернизаторы,2,1.005,0.2544,0.1235,43.14,43.09,26.5,26.44,4.96,0.0,0.0
1933,rev_old_bolsheviks,Старые большевики,1,0.85,0.2152,0.1045,54.53,54.53,35.49,35.49,15.64,0.0,0.0
1933,stalin_military_command,Военное командование,1,0.54,0.1367,0.0664,52.4,52.4,30.5,30.5,8.5,0.0,0.0
1934,stalin_inner_circle,Сталинский ближний круг,6,3.36,0.8506,0.413,48.3,49.33,30.33,31.22,9.22,0.0,0.0
1934,stalin_party_apparatus,Сталинский партийный аппарат,4,2.38,0.6025,0.2926,47.18,48.23,29.75,30.64,9.47,0.0,0.0
1934,stalin_industrial_modernizers,Индустриальные модернизаторы,2,1.005,0.2544,0.1235,44.14,44.09,27.5,27.44,5.96,0.0,0.0
1934,rev_old_bolsheviks,Старые большевики,1,0.85,0.2152,0.1045,55.53,55.53,36.49,36.49,16.64,0.0,0.0
1934,stalin_military_command,Военное командование,1,0.54,0.1367,0.0664,53.4,53.4,31.5,31.5,9.5,0.0,0.0
1935,stalin_inner_circle,Сталинский ближний круг,6,3.4,0.85,0.3952,47.69,49.07,29.5,30.79,9.46,0.0,0.0
1935,stalin_party_apparatus,Сталинский партийный аппарат,4,2.4225,0.6056,0.2816,45.76,47.36,28.0,29.51,9.33,0.0,0.0
1935,stalin_industrial_modernizers,Индустриальные модернизаторы,2,1.005,0.2513,0.1168,45.14,45.09,28.5,28.44,6.96,0.0,0.0
1935,rev_old_bolsheviks,Старые большевики,1,0.85,0.2125,0.0988,56.53,56.53,37.49,37.49,17.64,0.0,0.0
1935,stalin_military_command,Военное командование,1,0.54,0.135,0.0628,54.4,54.4,32.5,32.5,10.49,0.0,0.0
1935,stalin_economic_planners,Госплан / экономические плановики,1,0.385,0.0963,0.0448,39.6,39.6,20.5,20.5,0.41,0.0,0.0
1936,stalin_inner_circle,Сталинский ближний круг,6,3.4,0.85,0.3952,48.69,50.07,30.5,31.79,10.46,0.0,0.0
1936,stalin_party_apparatus,Сталинский партийный аппарат,4,2.4225,0.6056,0.2816,46.76,48.36,29.0,30.51,10.33,0.0,0.0
1936,stalin_industrial_modernizers,Индустриальные модернизаторы,2,1.005,0.2513,0.1168,46.14,46.09,29.5,29.44,7.96,0.0,0.0
1936,rev_old_bolsheviks,Старые большевики,1,0.85,0.2125,0.0988,57.53,57.53,38.49,38.49,18.65,0.0,0.0
1936,stalin_military_command,Военное командование,1,0.54,0.135,0.0628,55.4,55.4,33.5,33.5,11.5,0.0,0.0
1936,stalin_economic_planners,Госплан / экономические плановики,1,0.385,0.0963,0.0448,40.6,40.6,21.5,21.5,1.41,0.0,0.0
1937,stalin_inner_circle,Сталинский ближний круг,5,2.96,0.858,0.386,49.49,51.12,30.9,32.54,11.56,0.0,0.0
1937,stalin_party_apparatus,Сталинский партийный аппарат,4,2.4225,0.7022,0.3159,47.76,49.36,30.0,31.51,11.33,0.0,0.0
1937,rev_old_bolsheviks,Старые большевики,1,0.85,0.2464,0.1109,58.53,58.53,39.49,39.49,19.64,0.0,0.0
1937,stalin_military_command,Военное командование,1,0.54,0.1565,0.0704,56.4,56.4,34.5,34.5,12.5,0.0,0.0
1937,stalin_industrial_modernizers,Индустриальные модернизаторы,1,0.51,0.1478,0.0665,43.6,43.6,26.5,26.5,6.97,0.0,0.0
1937,stalin_economic_planners,Госплан / экономические плановики,1,0.385,0.1116,0.0502,41.6,41.6,22.5,22.5,2.41,0.0,0.0
1938,stalin_inner_circle,Сталинский ближний круг,5,2.96,0.858,0.386,50.49,52.12,31.9,33.54,12.56,0.0,0.0
1938,stalin_party_apparatus,Сталинский партийный аппарат,4,2.4225,0.7022,0.3159,48.76,50.36,31.0,32.51,12.33,0.0,0.0
1938,rev_old_bolsheviks,Старые большевики,1,0.85,0.2464,0.1109,59.53,59.53,40.49,40.49,20.64,0.0,0.0
1938,stalin_military_command,Военное командование,1,0.54,0.1565,0.0704,57.4,57.4,35.5,35.5,13.5,0.0,0.0
1938,stalin_industrial_modernizers,Индустриальные модернизаторы,1,0.51,0.1478,0.0665,44.6,44.6,27.5,27.5,7.97,0.0,0.0
1938,stalin_economic_planners,Госплан / экономические плановики,1,0.385,0.1116,0.0502,42.6,42.6,23.5,23.5,3.41,0.0,0.0
1939,stalin_inner_circle,Сталинский ближний круг,7,3.96,0.8426,0.4134,48.72,50.22,30.21,31.72,9.81,0.1429,0.0
1939,stalin_party_apparatus,Сталинский партийный аппарат,5,2.89,0.6149,0.3017,48.48,50.07,30.5,32.06,10.72,0.2,0.0
1939,stalin_security_apparatus,ОГПУ / НКВД / МГБ,1,0.665,0.1415,0.0694,40.26,40.26,22.49,22.49,0.6,0.0,0.0
1939,stalin_foreign_policy,Внешнеполитический сталинский контур,1,0.63,0.134,0.0658,49.31,49.31,33.5,33.5,18.29,0.0,0.0
1939,stalin_military_command,Военное командование,1,0.54,0.1149,0.0564,58.4,58.4,36.5,36.5,14.49,0.0,0.0
1939,stalin_industrial_modernizers,Индустриальные модернизаторы,1,0.51,0.1085,0.0532,45.6,45.6,28.5,28.5,8.97,0.0,0.0
1939,stalin_economic_planners,Госплан / экономические плановики,1,0.385,0.0819,0.0402,43.6,43.6,24.5,24.5,4.41,0.0,0.0
1940,stalin_inner_circle,Сталинский ближний круг,7,3.96,0.8426,0.4134,49.72,51.22,31.21,32.72,10.81,0.1429,0.0
1940,stalin_party_apparatus,Сталинский партийный аппарат,5,2.89,0.6149,0.3017,49.48,51.07,31.5,33.06,11.72,0.2,0.0
1940,stalin_security_apparatus,ОГПУ / НКВД / МГБ,1,0.665,0.1415,0.0694,41.26,41.26,23.5,23.5,1.6,0.0,0.0
1940,stalin_foreign_policy,Внешнеполитический сталинский контур,1,0.63,0.134,0.0658,50.31,50.31,34.5,34.5,19.29,0.0,0.0
1940,stalin_military_command,Военное командование,1,0.54,0.1149,0.0564,59.4,59.4,37.5,37.5,15.5,0.0,0.0
1940,stalin_industrial_modernizers,Индустриальные модернизаторы,1,0.51,0.1085,0.0532,46.6,46.6,29.5,29.5,9.97,0.0,0.0
1940,stalin_economic_planners,Госплан / экономические плановики,1,0.385,0.0819,0.0402,44.6,44.6,25.5,25.5,5.41,0.0,0.0
1941,stalin_inner_circle,Сталинский ближний круг,7,3.96,0.7842,0.4642,50.72,52.22,32.21,33.72,11.81,0.2857,0.0
1941,stalin_party_apparatus,Сталинский партийный аппарат,5,2.89,0.5723,0.3388,50.48,52.07,32.5,34.06,12.72,0.2,0.0
1941,stalin_security_apparatus,ОГПУ / НКВД / МГБ,1,0.665,0.1317,0.078,42.26,42.26,24.5,24.5,2.6,0.0,0.0
1941,stalin_foreign_policy,Внешнеполитический сталинский контур,1,0.63,0.1248,0.0739,51.31,51.31,35.5,35.5,20.29,0.0,0.0
1941,stalin_economic_planners,Госплан / экономические плановики,1,0.385,0.0762,0.0451,45.6,45.6,26.5,26.5,6.41,0.0,0.0
1942,stalin_inner_circle,Сталинский ближний круг,7,3.96,0.7842,0.4642,51.72,53.22,33.21,34.72,12.81,0.2857,0.0
1942,stalin_party_apparatus,Сталинский партийный аппарат,5,2.89,0.5723,0.3388,51.48,53.07,33.5,35.06,13.72,0.2,0.0
1942,stalin_security_apparatus,ОГПУ / НКВД / МГБ,1,0.665,0.1317,0.078,43.26,43.26,25.5,25.5,3.6,0.0,0.0
1942,stalin_foreign_policy,Внешнеполитический сталинский контур,1,0.63,0.1248,0.0739,52.31,52.31,36.5,36.5,21.29,0.0,0.0
1942,stalin_economic_planners,Госплан / экономические плановики,1,0.385,0.0762,0.0451,46.6,46.6,27.5,27.5,7.41,0.0,0.0
1943,stalin_inner_circle,Сталинский ближний круг,7,3.96,0.7842,0.4642,52.72,54.22,34.21,35.72,13.81,0.2857,0.0
1943,stalin_party_apparatus,Сталинский партийный аппарат,5,2.89,0.5723,0.3388,52.48,54.07,34.5,36.06,14.72,0.2,0.0
1943,stalin_security_apparatus,ОГПУ / НКВД / МГБ,1,0.665,0.1317,0.078,44.26,44.26,26.49,26.49,4.6,0.0,0.0
1943,stalin_foreign_policy,Внешнеполитический сталинский контур,1,0.63,0.1248,0.0739,53.31,53.31,37.5,37.5,22.29,0.0,0.0
1943,stalin_economic_planners,Госплан / экономические плановики,1,0.385,0.0762,0.0451,47.6,47.6,28.5,28.5,8.41,0.0,0.0
1944,stalin_inner_circle,Сталинский ближний круг,7,3.96,0.7842,0.4642,53.72,55.22,35.21,36.72,14.81,0.2857,0.0
1944,stalin_party_apparatus,Сталинский партийный аппарат,5,2.89,0.5723,0.3388,53.48,55.07,35.5,37.06,15.72,0.2,0.0
1944,stalin_security_apparatus,ОГПУ / НКВД / МГБ,1,0.665,0.1317,0.078,45.26,45.26,27.5,27.5,5.6,0.0,0.0
1944,stalin_foreign_policy,Внешнеполитический сталинский контур,1,0.63,0.1248,0.0739,54.31,54.31,38.5,38.5,23.29,0.0,0.0
1944,stalin_economic_planners,Госплан / экономические плановики,1,0.385,0.0762,0.0451,48.6,48.6,29.5,29.5,9.41,0.0,0.0
1945,stalin_inner_circle,Сталинский ближний круг,7,3.96,0.7842,0.4642,54.72,56.22,36.21,37.72,15.81,0.2857,0.0
1945,stalin_party_apparatus,Сталинский партийный аппарат,5,2.89,0.5723,0.3388,54.48,56.07,36.5,38.06,16.72,0.2,0.0
1945,stalin_security_apparatus,ОГПУ / НКВД / МГБ,1,0.665,0.1317,0.078,46.26,46.26,28.5,28.5,6.6,0.0,0.0
1945,stalin_foreign_policy,Внешнеполитический сталинский контур,1,0.63,0.1248,0.0739,55.31,55.31,39.5,39.5,24.29,0.0,0.0
1945,stalin_economic_planners,Госплан / экономические плановики,1,0.385,0.0762,0.0451,49.6,49.6,30.5,30.5,10.41,0.0,0.0
1946,stalin_inner_circle,Сталинский ближний круг,8,4.48,0.786,0.4412,54.31,55.74,35.87,37.3,14.75,0.25,0.0
1946,stalin_party_apparatus,Сталинский партийный аппарат,6,3.995,0.7009,0.3934,52.33,53.58,34.36,35.58,12.74,0.1429,0.0
1946,stalin_security_apparatus,ОГПУ / НКВД / МГБ,1,0.665,0.1167,0.0655,47.26,47.26,29.5,29.5,7.6,0.0,0.0
1946,stalin_foreign_policy,Внешнеполитический сталинский контур,1,0.63,0.1105,0.062,56.31,56.31,40.5,40.5,25.29,0.0,0.0
1946,stalin_economic_planners,Госплан / экономические плановики,1,0.385,0.0675,0.0379,50.6,50.6,31.5,31.5,11.41,0.0,0.0
1947,stalin_inner_circle,Сталинский ближний круг,8,4.48,0.786,0.4412,55.31,56.74,36.87,38.3,15.75,0.25,0.0
1947,stalin_party_apparatus,Сталинский партийный аппарат,6,3.995,0.7009,0.3934,53.33,54.58,35.36,36.58,13.74,0.1429,0.0
1947,stalin_security_apparatus,ОГПУ / НКВД / МГБ,1,0.665,0.1167,0.0655,48.26,48.26,30.49,30.49,8.6,0.0,0.0
1947,stalin_foreign_policy,Внешнеполитический сталинский контур,1,0.63,0.1105,0.062,57.31,57.31,41.5,41.5,26.29,0.0,0.0
1947,stalin_economic_planners,Госплан / экономические плановики,1,0.385,0.0675,0.0379,51.6,51.6,32.5,32.5,12.41,0.0,0.0
1948,stalin_inner_circle,Сталинский ближний круг,8,4.48,0.7226,0.4295,56.31,57.74,37.88,39.3,16.75,0.25,0.0
1948,stalin_party_apparatus,Сталинский партийный аппарат,6,3.995,0.6444,0.383,54.33,55.58,36.36,37.59,14.74,0.1429,0.0
1948,stalin_security_apparatus,ОГПУ / НКВД / МГБ,1,0.665,0.1073,0.0638,49.26,49.26,31.5,31.5,9.6,0.0,0.0
1948,stalin_economic_planners,Госплан / экономические плановики,2,0.66,0.1065,0.0633,52.83,52.79,32.5,32.67,6.89,0.0,0.0
1948,stalin_foreign_policy,Внешнеполитический сталинский контур,1,0.63,0.1016,0.0604,58.31,58.31,42.5,42.5,27.29,0.0,0.0
1949,stalin_inner_circle,Сталинский ближний круг,7,4.04,0.715,0.4243,57.88,59.33,39.5,40.93,18.81,0.2857,0.1429
1949,stalin_party_apparatus,Сталинский партийный аппарат,5,3.5275,0.6243,0.3704,55.67,57.01,37.83,39.12,16.65,0.1667,0.1667
1949,stalin_security_apparatus,ОГПУ / НКВД / МГБ,1,0.665,0.1177,0.0698,50.26,50.26,32.5,32.5,10.6,0.0,0.0
1949,stalin_economic_planners,Госплан / экономические плановики,2,0.66,0.1168,0.0693,53.83,53.79,33.5,33.67,7.89,0.0,0.0
1949,stalin_foreign_policy,Внешнеполитический сталинский контур,1,0.63,0.1115,0.0662,59.31,59.31,43.5,43.5,28.29,0.0,0.0
1950,stalin_inner_circle,Сталинский ближний круг,7,4.04,0.715,0.4543,58.88,60.33,40.5,41.93,19.81,0.4286,0.1429
1950,stalin_party_apparatus,Сталинский партийный аппарат,5,3.5275,0.6243,0.3967,56.67,58.01,38.83,40.12,17.65,0.3333,0.1667
1950,stalin_security_apparatus,ОГПУ / НКВД / МГБ,1,0.665,0.1177,0.0748,51.26,51.26,33.5,33.5,11.6,0.0,0.0
1950,stalin_economic_planners,Госплан / экономические плановики,2,0.66,0.1168,0.0742,54.83,54.79,34.5,34.67,8.89,0.0,0.0
1951,stalin_inner_circle,Сталинский ближний круг,7,4.04,0.715,0.4543,59.88,61.33,41.5,42.93,20.81,0.4286,0.2857
1951,stalin_party_apparatus,Сталинский партийный аппарат,5,3.5275,0.6243,0.3967,57.67,59.01,39.83,41.12,18.65,0.3333,0.1667
1951,stalin_security_apparatus,ОГПУ / НКВД / МГБ,1,0.665,0.1177,0.0748,52.26,52.26,34.49,34.49,12.6,0.0,0.0
1951,stalin_economic_planners,Госплан / экономические плановики,2,0.66,0.1168,0.0742,55.83,55.79,35.5,35.66,9.88,0.0,0.0
1952,stalin_inner_circle,Сталинский ближний круг,7,4.04,0.715,0.4543,60.88,62.33,42.5,43.94,21.82,0.4286,0.2857
1952,stalin_party_apparatus,Сталинский партийный аппарат,5,3.5275,0.6243,0.3967,58.67,60.01,40.83,42.13,19.65,0.3333,0.1667
1952,stalin_security_apparatus,ОГПУ / НКВД / МГБ,1,0.665,0.1177,0.0748,53.26,53.26,35.5,35.5,13.6,0.0,0.0
1952,stalin_economic_planners,Госплан / экономические плановики,2,0.66,0.1168,0.0742,56.83,56.79,36.5,36.67,10.89,0.0,0.0
1953,poststalin_collective_leadership,Постсталинское коллективное руководство,5,2.9625,0.6371,0.3374,60.07,60.22,40.83,41.15,18.38,0.3333,0.1667
1953,stalin_party_apparatus,Сталинский партийный аппарат,4,2.6775,0.5758,0.305,56.69,56.72,39.1,39.2,17.65,0.2,0.0
1953,stalin_inner_circle,Сталинский ближний круг,5,2.48,0.5333,0.2825,60.88,60.86,42.5,42.58,21.89,0.4,0.2
1953,stalin_economic_planners,Госплан / экономические плановики,2,0.66,0.1419,0.0752,57.83,57.79,37.5,37.67,11.89,0.0,0.0
1954,poststalin_collective_leadership,Постсталинское коллективное руководство,6,3.8125,0.6748,0.7922,60.95,60.99,41.07,40.89,19.53,0.4286,0.1429
1954,khrushchev_group,Группа Хрущёва,1,1.0,0.177,0.2078,60.21,60.21,36.5,36.5,20.43,1.0,0.0
1955,poststalin_collective_leadership,Постсталинское коллективное руководство,6,3.8125,0.6149,0.5868,61.95,61.99,42.07,41.89,20.53,0.5714,0.1429
1955,khrushchev_group,Группа Хрущёва,1,1.0,0.1613,0.1539,61.21,61.21,37.5,37.5,21.43,1.0,0.0
1955,poststalin_ideological_apparatus,Идеологический аппарат 1953–1964,1,0.595,0.096,0.0916,52.61,52.61,28.5,28.5,2.71,0.0,0.0
1955,poststalin_party_apparatus,Постсталинский партийный аппарат,1,0.595,0.096,0.0916,52.61,52.61,28.5,28.5,2.71,0.0,0.0
1955,poststalin_military_command,Постсталинское военное командование,1,0.495,0.0798,0.0762,58.58,58.58,40.5,40.5,10.08,0.0,0.0
1956,poststalin_collective_leadership,Постсталинское коллективное руководство,6,3.8125,0.5821,0.5868,62.95,62.99,43.07,42.89,21.53,0.8571,0.1429
1956,khrushchev_group,Группа Хрущёва,1,1.0,0.1527,0.1539,62.21,62.21,38.5,38.5,22.43,1.0,0.0
1956,poststalin_ideological_apparatus,Идеологический аппарат 1953–1964,1,0.595,0.0908,0.0916,53.61,53.61,29.5,29.5,3.71,0.0,0.0
1956,poststalin_party_apparatus,Постсталинский партийный аппарат,1,0.595,0.0908,0.0916,53.61,53.61,29.5,29.5,3.71,0.0,0.0
1956,poststalin_military_command,Постсталинское военное командование,1,0.495,0.0756,0.0762,59.58,59.58,41.5,41.5,11.08,0.0,0.0
1957,poststalin_collective_leadership,Постсталинское коллективное руководство,4,2.665,0.5277,0.4981,64.97,65.02,43.9,43.52,22.02,1.0,0.2
1957,khrushchev_group,Группа Хрущёва,1,1.0,0.198,0.1869,63.21,63.21,39.5,39.5,23.43,1.0,0.0
1957,poststalin_ideological_apparatus,Идеологический аппарат 1953–1964,1,0.595,0.1178,0.1112,54.61,54.61,30.5,30.5,4.71,0.0,0.0
1957,poststalin_party_apparatus,Постсталинский партийный аппарат,1,0.595,0.1178,0.1112,54.61,54.61,30.5,30.5,4.71,0.0,0.0
1957,poststalin_military_command,Постсталинское военное командование,1,0.495,0.098,0.0925,60.58,60.58,42.5,42.5,12.08,1.0,0.0
1958,poststalin_collective_leadership,Постсталинское коллективное руководство,4,2.665,0.5922,0.5489,65.97,66.02,44.9,44.52,23.02,1.0,0.2
1958,khrushchev_group,Группа Хрущёва,1,1.0,0.2222,0.206,64.21,64.21,40.5,40.5,24.43,1.0,0.0
1958,poststalin_ideological_apparatus,Идеологический аппарат 1953–1964,1,0.595,0.1322,0.1226,55.61,55.61,31.5,31.5,5.71,0.0,0.0
1958,poststalin_party_apparatus,Постсталинский партийный аппарат,1,0.595,0.1322,0.1226,55.61,55.61,31.5,31.5,5.71,0.0,0.0
1959,poststalin_collective_leadership,Постсталинское коллективное руководство,3,2.24,0.4978,0.4614,67.7,67.58,46.75,46.09,27.19,1.0,0.25
1959,khrushchev_group,Группа Хрущёва,1,1.0,0.2222,0.206,65.21,65.21,41.5,41.5,25.43,1.0,0.0
1959,poststalin_ideological_apparatus,Идеологический аппарат 1953–1964,1,0.595,0.1322,0.1226,56.61,56.61,32.5,32.5,6.71,0.0,0.0
1959,poststalin_party_apparatus,Постсталинский партийный аппарат,1,0.595,0.1322,0.1226,56.61,56.61,32.5,32.5,6.71,0.0,0.0
1959,poststalin_security_apparatus,КГБ / аппарат безопасности 1953–1964,1,0.425,0.0944,0.0875,40.87,40.87,19.5,19.5,0.51,0.0,0.0
1960,poststalin_collective_leadership,Постсталинское коллективное руководство,3,2.24,0.4073,0.3996,68.7,68.58,47.75,47.09,28.19,1.0,0.25
1960,poststalin_party_apparatus,Постсталинский партийный аппарат,2,1.0075,0.1832,0.1798,57.49,57.51,33.0,33.09,3.94,0.0,0.0
1960,khrushchev_group,Группа Хрущёва,1,1.0,0.1818,0.1784,66.21,66.21,42.5,42.5,26.43,1.0,0.0
1960,poststalin_ideological_apparatus,Идеологический аппарат 1953–1964,1,0.595,0.1082,0.1062,57.61,57.61,33.5,33.5,7.71,0.0,0.0
1960,poststalin_security_apparatus,КГБ / аппарат безопасности 1953–1964,1,0.425,0.0773,0.0758,41.87,41.87,20.5,20.5,1.52,0.0,0.0
1960,poststalin_economic_admins,Экономические администраторы 1953–1964,1,0.3375,0.0614,0.0602,56.36,56.36,31.5,31.5,,0.0,0.0
1961,poststalin_collective_leadership,Постсталинское коллективное руководство,2,1.73,0.3531,0.3177,66.14,66.39,45.5,45.03,26.75,1.0,0.0
1961,poststalin_party_apparatus,Постсталинский партийный аппарат,3,1.3575,0.277,0.2493,53.28,54.48,29.83,30.84,4.13,0.0,0.0
1961,khrushchev_group,Группа Хрущёва,1,1.0,0.2041,0.1837,67.21,67.21,43.5,43.5,27.43,1.0,0.0
1961,poststalin_ideological_apparatus,Идеологический аппарат 1953–1964,1,0.595,0.1214,0.1093,58.61,58.61,34.5,34.5,8.71,0.0,0.0
1961,poststalin_security_apparatus,КГБ / аппарат безопасности 1953–1964,1,0.425,0.0867,0.0781,42.87,42.87,21.5,21.5,2.52,0.0,0.0
1961,poststalin_economic_admins,Экономические администраторы 1953–1964,1,0.3375,0.0689,0.062,57.36,57.36,32.5,32.5,,0.0,0.0
1962,poststalin_collective_leadership,Постсталинское коллективное руководство,2,1.73,0.3117,0.3202,67.14,67.39,46.5,46.03,27.75,1.0,0.0
1962,poststalin_party_apparatus,Постсталинский партийный аппарат,3,1.3575,0.2446,0.2513,54.28,55.48,30.83,31.84,5.13,0.0,0.0
1962,khrushchev_group,Группа Хрущёва,1,1.0,0.1802,0.1851,68.21,68.21,44.5,44.5,28.43,1.0,0.0
1962,poststalin_ideological_apparatus,Идеологический аппарат 1953–1964,1,0.595,0.1072,0.1101,59.61,59.61,35.5,35.5,9.71,0.0,0.0
1962,poststalin_security_apparatus,КГБ / аппарат безопасности 1953–1964,1,0.3825,0.0689,0.0708,38.46,38.46,18.5,18.5,0.63,0.0,0.0
1962,poststalin_economic_admins,Экономические администраторы 1953–1964,1,0.3375,0.0608,0.0625,58.36,58.36,33.5,33.5,,0.0,0.0
1963,poststalin_collective_leadership,Постсталинское коллективное руководство,2,1.73,0.3117,0.3202,68.14,68.39,47.5,47.03,28.75,1.0,0.0
1963,poststalin_party_apparatus,Постсталинский партийный аппарат,3,1.3575,0.2446,0.2513,55.28,56.48,31.83,32.84,6.13,0.6667,0.0
1963,khrushchev_group,Группа Хрущёва,1,1.0,0.1802,0.1851,69.21,69.21,45.5,45.5,29.43,1.0,0.0
1963,poststalin_ideological_apparatus,Идеологический аппарат 1953–1964,1,0.595,0.1072,0.1101,60.61,60.61,36.5,36.5,10.71,1.0,0.0
1963,poststalin_security_apparatus,КГБ / аппарат безопасности 1953–1964,1,0.3825,0.0689,0.0708,39.46,39.46,19.5,19.5,1.63,0.0,0.0
1963,poststalin_economic_admins,Экономические администраторы 1953–1964,1,0.3375,0.0608,0.0625,59.36,59.36,34.49,34.49,,0.0,0.0
1964,lateussr_party_apparatus,Позднесоветский партийный аппарат,5,2.0,0.3604,0.2242,58.79,59.3,34.3,34.82,7.94,0.6,0.0
1964,poststalin_collective_leadership,Постсталинское коллективное руководство,2,1.73,0.3117,0.1939,69.14,69.39,48.5,48.03,29.75,1.0,0.3333
1964,poststalin_party_apparatus,Постсталинский партийный аппарат,3,1.3575,0.2446,0.1521,56.28,57.48,32.83,33.84,7.13,0.6667,0.0
1964,khrushchev_group,Группа Хрущёва,1,1.0,0.1802,0.1121,70.21,70.21,46.5,46.5,30.43,1.0,1.0
1964,lateussr_ideological_apparatus,Позднесоветский идеологический аппарат,1,0.665,0.1198,0.0745,61.61,61.61,37.5,37.5,11.71,1.0,0.0
1964,poststalin_ideological_apparatus,Идеологический аппарат 1953–1964,1,0.595,0.1072,0.0667,61.61,61.61,37.5,37.5,11.71,1.0,0.0
1964,lateussr_economic_admins,Позднесоветские экономические администраторы,1,0.4275,0.077,0.0479,60.36,60.36,35.5,35.5,,1.0,0.0
1964,lateussr_foreign_policy,Позднесоветский внешнеполитический контур,1,0.4275,0.077,0.0479,54.96,54.96,30.5,30.5,,0.0,0.0
1964,poststalin_security_apparatus,КГБ / аппарат безопасности 1953–1964,1,0.3825,0.0689,0.0429,40.46,40.46,20.5,20.5,2.63,0.0,0.0
1964,poststalin_economic_admins,Экономические администраторы 1953–1964,1,0.3375,0.0608,0.0378,60.36,60.36,35.5,35.5,,1.0,0.0
1965,lateussr_party_apparatus,Позднесоветский партийный аппарат,4,2.47,0.6333,0.4409,61.22,60.73,36.75,36.36,7.82,0.75,0.0
1965,brezhnev_inner_circle,Брежневский ближний круг,1,1.0,0.2564,0.1785,58.53,58.53,34.5,34.5,12.71,0.0,0.0
1965,dnipropetrovsk_network,Днепропетровская сеть,1,0.85,0.2179,0.1517,58.53,58.53,34.5,34.5,12.71,0.0,0.0
1965,lateussr_ideological_apparatus,Позднесоветский идеологический аппарат,1,0.665,0.1705,0.1187,62.61,62.61,38.5,38.5,12.71,1.0,0.0
1965,lateussr_economic_admins,Позднесоветские экономические администраторы,1,0.6175,0.1583,0.1102,61.36,61.36,36.5,36.5,0.71,1.0,0.0
1966,lateussr_party_apparatus,Позднесоветский партийный аппарат,4,2.47,0.5678,0.4409,62.22,61.73,37.75,37.36,8.82,0.75,0.0
1966,brezhnev_inner_circle,Брежневский ближний круг,1,1.0,0.2299,0.1785,59.53,59.53,35.5,35.5,13.71,0.0,0.0
1966,dnipropetrovsk_network,Днепропетровская сеть,1,0.85,0.1954,0.1517,59.53,59.53,35.5,35.5,13.71,0.0,0.0
1966,lateussr_ideological_apparatus,Позднесоветский идеологический аппарат,1,0.665,0.1529,0.1187,63.61,63.61,39.5,39.5,13.71,1.0,0.0
1966,lateussr_economic_admins,Позднесоветские экономические администраторы,1,0.6175,0.142,0.1102,62.36,62.36,37.5,37.5,1.71,1.0,0.0
1967,lateussr_party_apparatus,Позднесоветский партийный аппарат,5,2.99,0.598,0.4436,61.18,61.05,36.7,36.65,7.88,0.8,0.0
1967,brezhnev_inner_circle,Брежневский ближний круг,1,1.0,0.2,0.1484,60.53,60.53,36.5,36.5,14.71,1.0,0.0
1967,dnipropetrovsk_network,Днепропетровская сеть,1,0.85,0.17,0.1261,60.53,60.53,36.5,36.5,14.71,1.0,0.0
1967,lateussr_ideological_apparatus,Позднесоветский идеологический аппарат,1,0.665,0.133,0.0987,64.61,64.61,40.5,40.5,14.71,1.0,0.0
1967,lateussr_economic_admins,Позднесоветские экономические администраторы,1,0.6175,0.1235,0.0916,63.36,63.36,38.49,38.49,2.71,1.0,0.0
1967,lateussr_kgb_security,КГБ / позднесоветская безопасность,1,0.6175,0.1235,0.0916,53.04,53.04,28.5,28.5,0.12,0.0,0.0
1968,lateussr_party_apparatus,Позднесоветский партийный аппарат,5,2.99,0.598,0.4436,62.18,62.05,37.7,37.65,8.88,0.8,0.0
1968,brezhnev_inner_circle,Брежневский ближний круг,1,1.0,0.2,0.1484,61.53,61.53,37.5,37.5,15.71,1.0,0.0
1968,dnipropetrovsk_network,Днепропетровская сеть,1,0.85,0.17,0.1261,61.53,61.53,37.5,37.5,15.71,1.0,0.0
1968,lateussr_ideological_apparatus,Позднесоветский идеологический аппарат,1,0.665,0.133,0.0987,65.61,65.61,41.5,41.5,15.71,1.0,0.0
1968,lateussr_economic_admins,Позднесоветские экономические администраторы,1,0.6175,0.1235,0.0916,64.36,64.36,39.5,39.5,3.71,1.0,0.0
1968,lateussr_kgb_security,КГБ / позднесоветская безопасность,1,0.6175,0.1235,0.0916,54.05,54.05,29.5,29.5,1.12,0.0,0.0
1969,lateussr_party_apparatus,Позднесоветский партийный аппарат,5,2.99,0.598,0.4436,63.18,63.05,38.7,38.65,9.88,0.8,0.0
1969,brezhnev_inner_circle,Брежневский ближний круг,1,1.0,0.2,0.1484,62.53,62.53,38.5,38.5,16.71,1.0,0.0
1969,dnipropetrovsk_network,Днепропетровская сеть,1,0.85,0.17,0.1261,62.53,62.53,38.5,38.5,16.71,1.0,0.0
1969,lateussr_ideological_apparatus,Позднесоветский идеологический аппарат,1,0.665,0.133,0.0987,66.61,66.61,42.5,42.5,16.71,1.0,0.0
